Date,Campaign_Name,Impressions,Clicks,Spend_IDR,Conversions,Revenue_IDR
2025-04-02,Flash Sale Akhir Bulan,35819,259,720797,7,2335767
2025-03-20,Flash Sale Akhir Bulan,47272,1609,3359592,55,18990345
2025-01-12,Promo Diskon 50%,30984,1425,2208750,46,18582988
2025-05-15,Retargeting Web,5285,412,621296,19,3184058
2025-02-15,Launching Produk Baru,11491,349,996046,13,4686526
2025-06-28,Lookalike Audience,1942,21,47985,0,0
2025-03-01,Promo Diskon 50%,22971,984,931848,29,5506781
2025-01-14,Lookalike Audience,36810,1062,2924748,12,3208308
2025-01-08,Lookalike Audience,25612,1063,3056125,9,3604734
2025-03-26,Promo Diskon 50%,26223,1197,2611854,14,4635246
2025-02-02,Launching Produk Baru,5964,288,635328,9,3916188
2025-04-29,Flash Sale Akhir Bulan,43171,809,2316167,18,5855220
2025-03-04,Promo Diskon 50%,20072,235,203510,6,2660646
2025-02-07,Promo Diskon 50%,33470,287,320866,3,953160
2025-01-30,Launching Produk Baru,41109,1522,1658980,40,6742600
2025-02-27,Lookalike Audience,18419,778,1538106,22,9270360
2025-05-01,Lookalike Audience,2130,29,55071,1,165529
2025-05-11,Lookalike Audience,27258,1074,2498124,25,10891275
2025-06-09,Flash Sale Akhir Bulan,27674,170,412420,1,166720
2025-01-29,Flash Sale Akhir Bulan,6642,237,707445,6,2593824
2025-04-14,Flash Sale Akhir Bulan,22994,496,956784,4,1704548
2025-05-03,Lookalike Audience,15293,421,622238,9,2919780
2025-04-29,Retargeting Web,11546,748,1083852,41,13809579
2025-05-01,Retargeting Web,36828,2410,4407890,110,33136620
2025-04-11,Launching Produk Baru,27790,173,300501,4,891236
2025-02-14,Flash Sale Akhir Bulan,35011,1199,1130657,19,5463868
2025-02-13,Retargeting Web,20088,692,2054548,24,6917616
2025-02-06,Promo Diskon 50%,13688,267,274743,3,1461048
2025-03-21,Flash Sale Akhir Bulan,22095,1009,1713282,38,11683860
2025-02-06,Promo Diskon 50%,39728,1363,2998600,12,5783112
2025-06-16,Launching Produk Baru,17156,517,1059333,18,4983588
2025-06-23,Retargeting Web,25084,1497,1576341,89,22993506
2025-05-22,Lookalike Audience,8041,100,269900,2,531462
2025-06-19,Flash Sale Akhir Bulan,18885,521,1516110,5,2363200
2025-04-10,Lookalike Audience,26281,371,1056608,12,2292468
2025-06-12,Lookalike Audience,34398,299,539695,9,1593063
2025-01-23,Retargeting Web,37932,1696,1919872,83,14785288
2025-01-10,Promo Diskon 50%,21137,1037,1714161,16,3208768
2025-01-19,Promo Diskon 50%,14070,388,853600,9,3978918
2025-01-10,Promo Diskon 50%,10522,383,1026057,13,5541185
2025-04-15,Retargeting Web,45580,2533,5147056,116,47333916
2025-03-18,Launching Produk Baru,1522,25,36275,0,0
2025-03-20,Flash Sale Akhir Bulan,37614,1661,2224079,9,2235312
2025-04-03,Lookalike Audience,30713,563,1531923,8,1725112
2025-01-01,Lookalike Audience,44968,671,711931,5,832180
2025-04-23,Flash Sale Akhir Bulan,26062,559,933530,20,6306960
2025-01-18,Flash Sale Akhir Bulan,11258,115,213440,4,1105376
2025-06-05,Launching Produk Baru,12460,290,272020,9,2671542
2025-01-03,Launching Produk Baru,44434,1640,2609240,56,16816856
2025-02-17,Flash Sale Akhir Bulan,18802,445,1001695,7,3290308
2025-06-03,Launching Produk Baru,33408,1334,3193596,33,10083513
2025-06-18,Lookalike Audience,41592,787,924725,5,1079785
2025-05-11,Launching Produk Baru,28273,1277,3224425,38,12998850
2025-01-04,Retargeting Web,37041,1318,1559194,40,8872120
2025-06-09,Retargeting Web,13567,1065,1470765,37,14361106
2025-03-17,Lookalike Audience,33608,1576,3418344,38,13474078
2025-04-27,Lookalike Audience,2813,63,155421,1,333847
2025-02-12,Launching Produk Baru,38226,433,1243576,16,3991008
2025-03-20,Launching Produk Baru,33768,574,552762,4,1328676
2025-03-15,Launching Produk Baru,3282,52,142792,1,272512
2025-03-09,Lookalike Audience,33829,889,1926463,24,5767032
2025-04-13,Retargeting Web,2079,84,93408,3,638229
2025-01-13,Flash Sale Akhir Bulan,42263,648,735480,16,4244912
2025-01-11,Lookalike Audience,20564,803,2229128,5,1885090
2025-02-10,Lookalike Audience,8448,112,213920,0,0
2025-04-09,Promo Diskon 50%,31045,184,148120,2,626712
2025-02-26,Lookalike Audience,14096,167,496992,2,638458
2025-03-15,Lookalike Audience,18681,148,256632,3,1217259
2025-03-01,Retargeting Web,39899,2827,3067295,66,20890782
2025-03-22,Launching Produk Baru,24321,469,576870,13,2028741
2025-05-18,Retargeting Web,41492,1863,1607769,95,28772745
2025-04-24,Retargeting Web,20090,1520,1298080,75,26419800
2025-01-26,Retargeting Web,45127,2249,3049644,129,49246008
2025-02-22,Retargeting Web,4156,132,123156,7,2074429
2025-02-02,Lookalike Audience,5083,204,331704,5,1460530
2025-04-23,Flash Sale Akhir Bulan,27752,1126,1255490,8,1518680
2025-03-07,Retargeting Web,22143,754,1619592,24,5870136
2025-03-25,Launching Produk Baru,5070,171,306945,2,949056
2025-01-08,Lookalike Audience,20396,131,149995,2,348152
2025-02-04,Retargeting Web,16289,736,1555168,16,4185024
2025-02-05,Flash Sale Akhir Bulan,45154,311,626665,7,1054725
2025-02-09,Lookalike Audience,38296,1328,2147376,15,6761925
2025-03-10,Flash Sale Akhir Bulan,34628,825,1249875,9,1646451
2025-01-24,Promo Diskon 50%,10419,217,563766,3,1193610
2025-04-14,Lookalike Audience,26335,871,1523379,8,2125848
2025-06-19,Retargeting Web,4584,165,143055,4,1257152
2025-02-14,Flash Sale Akhir Bulan,27919,1134,3158190,8,2640640
2025-05-18,Retargeting Web,37094,2498,3959330,106,30823316
2025-05-09,Launching Produk Baru,8682,406,686952,10,4613670
2025-01-28,Promo Diskon 50%,46998,358,837004,12,1939428
2025-01-19,Retargeting Web,20806,924,1967196,43,7719231
2025-02-17,Launching Produk Baru,22880,787,1722743,20,9031080
2025-01-23,Launching Produk Baru,3058,47,63826,1,201399
2025-01-24,Launching Produk Baru,41860,1838,1994230,10,2267040
2025-06-11,Launching Produk Baru,11174,216,634392,8,2334352
2025-05-01,Retargeting Web,8902,334,299264,10,4149000
2025-04-07,Launching Produk Baru,22792,320,618560,1,488586
2025-04-07,Launching Produk Baru,23473,747,2128203,7,3162495
2025-04-04,Promo Diskon 50%,8306,271,601891,7,1883518
2025-01-20,Promo Diskon 50%,18739,463,925537,7,3249890
2025-06-22,Promo Diskon 50%,49317,1825,3712050,12,4918176
2025-01-06,Promo Diskon 50%,15492,151,188146,2,820902
2025-04-22,Lookalike Audience,26556,1166,1319912,10,3155650
2025-02-25,Promo Diskon 50%,2959,116,243020,4,1153204
2025-05-06,Promo Diskon 50%,11627,402,831336,11,5437795
2025-05-14,Retargeting Web,26793,1037,2077111,28,5627944
2025-02-06,Launching Produk Baru,32979,784,1100736,27,7902252
2025-01-22,Promo Diskon 50%,20950,183,483120,5,777405
2025-01-03,Lookalike Audience,37208,222,286380,1,443271
2025-03-28,Promo Diskon 50%,47200,1507,2816583,55,17695975
2025-03-22,Lookalike Audience,21878,634,1154514,4,814652
2025-02-06,Flash Sale Akhir Bulan,45895,619,1689251,5,1371190
2025-02-05,Retargeting Web,46896,2079,2197503,121,40217980
2025-01-25,Retargeting Web,9420,450,1336050,12,3247296
2025-03-12,Lookalike Audience,32122,1238,3180422,6,2566476
2025-06-28,Launching Produk Baru,21061,579,960561,17,7103484
2025-03-12,Launching Produk Baru,48447,617,1015582,7,3450944
2025-06-29,Flash Sale Akhir Bulan,44372,2130,5001240,46,16727440
2025-04-06,Lookalike Audience,21004,256,443392,2,997340
2025-04-30,Lookalike Audience,44110,2052,5318784,53,20852055
2025-04-21,Promo Diskon 50%,39034,1296,2407968,42,20338668
2025-06-03,Promo Diskon 50%,38439,1001,1511510,6,1932966
2025-05-31,Flash Sale Akhir Bulan,3328,146,213306,2,451822
2025-05-01,Retargeting Web,37191,1891,2934832,110,54765370
2025-05-10,Launching Produk Baru,38533,256,413952,3,526770
2025-06-13,Launching Produk Baru,7255,316,917664,7,1771847
2025-04-09,Retargeting Web,27286,1422,2400336,44,20042968
2025-06-04,Launching Produk Baru,9904,339,340695,5,1507845
2025-05-11,Lookalike Audience,7346,270,233820,7,2967524
2025-05-25,Launching Produk Baru,48990,928,2437856,26,11359426
2025-02-12,Retargeting Web,39520,1800,1918800,44,17154676
2025-03-17,Promo Diskon 50%,17063,345,534750,3,779238
2025-01-20,Launching Produk Baru,7135,150,263400,1,417094
2025-01-10,Launching Produk Baru,39146,616,497728,10,3541510
2025-02-18,Promo Diskon 50%,3016,90,195300,1,283522
2025-01-17,Launching Produk Baru,24190,629,1296998,7,2630964
2025-03-20,Flash Sale Akhir Bulan,45413,2138,4425660,77,34430396
2025-03-13,Flash Sale Akhir Bulan,4123,173,385963,5,990115
2025-06-07,Lookalike Audience,6600,149,404535,0,0
2025-05-18,Promo Diskon 50%,26660,1204,3596348,21,5736906
2025-03-11,Flash Sale Akhir Bulan,32983,733,1132485,11,2234870
2025-03-02,Retargeting Web,2295,104,99632,3,989982
2025-05-13,Lookalike Audience,23418,659,1732511,16,3375744
2025-05-15,Retargeting Web,35008,2726,5667354,73,35377698
2025-01-16,Launching Produk Baru,21297,600,1708800,3,735648
2025-03-07,Launching Produk Baru,7625,332,565064,3,699201
2025-05-31,Promo Diskon 50%,18030,437,1075020,8,1707008
2025-02-22,Lookalike Audience,49616,1464,3368664,34,8936730
2025-01-12,Flash Sale Akhir Bulan,12283,372,510384,13,5062135
2025-04-20,Launching Produk Baru,21647,175,183925,1,268169
2025-06-07,Launching Produk Baru,4751,198,480942,6,2960628
2025-01-28,Launching Produk Baru,26458,804,1357956,19,4572920
2025-05-07,Lookalike Audience,28604,1140,1805760,29,4383727
2025-03-03,Launching Produk Baru,24117,802,1365806,5,1464735
2025-05-08,Promo Diskon 50%,26179,780,739440,18,8732700
2025-01-27,Flash Sale Akhir Bulan,49151,2084,1877684,10,1720940
2025-06-03,Launching Produk Baru,33763,695,1573480,9,4172751
2025-06-22,Promo Diskon 50%,16606,426,597252,15,4143270
2025-06-01,Launching Produk Baru,37661,1355,2703225,27,9616590
2025-03-08,Promo Diskon 50%,38364,890,2076370,9,2095146
2025-05-20,Lookalike Audience,25415,624,595296,11,1930038
2025-01-11,Launching Produk Baru,33541,1356,2585892,23,7786742
2025-01-20,Promo Diskon 50%,34400,1125,2271375,43,20926509
2025-04-05,Promo Diskon 50%,7033,185,291930,4,1880032
2025-06-19,Flash Sale Akhir Bulan,7015,126,263970,2,451602
2025-02-07,Flash Sale Akhir Bulan,10393,155,354175,5,906165
2025-01-15,Flash Sale Akhir Bulan,20787,811,1960187,8,1500608
2025-01-22,Promo Diskon 50%,22540,998,2472046,8,1648544
2025-01-18,Retargeting Web,29295,1512,4402944,39,7597707
2025-03-07,Lookalike Audience,45827,1928,5481304,42,13268346
2025-02-26,Flash Sale Akhir Bulan,41642,1339,3765268,52,19109012
2025-02-03,Flash Sale Akhir Bulan,11596,254,532384,6,1951812
2025-04-20,Launching Produk Baru,40084,1780,2887160,9,2056689
2025-03-19,Flash Sale Akhir Bulan,33660,852,851148,12,5244744
2025-04-03,Promo Diskon 50%,19685,817,1226317,26,12266072
2025-02-25,Retargeting Web,7478,367,569584,14,4000136
2025-01-08,Promo Diskon 50%,33366,1090,2003420,10,4296070
2025-02-13,Retargeting Web,27140,1581,1419738,33,13257948
2025-06-16,Launching Produk Baru,31713,1266,1593894,28,7085092
2025-01-10,Launching Produk Baru,29423,324,557280,5,2301765
2025-01-24,Flash Sale Akhir Bulan,40756,1586,3814330,48,13958256
2025-05-02,Launching Produk Baru,43844,312,889512,11,3853663
2025-05-10,Launching Produk Baru,5939,72,177984,2,778938
2025-04-12,Retargeting Web,26958,1760,2712160,64,19769920
2025-03-26,Promo Diskon 50%,26880,485,723620,19,9049814
2025-05-06,Flash Sale Akhir Bulan,24257,476,766360,18,6097518
2025-02-25,Launching Produk Baru,10326,292,400624,10,2606160
2025-03-03,Launching Produk Baru,22800,453,1316871,17,8265757
2025-05-20,Promo Diskon 50%,5923,124,201624,2,618134
2025-04-27,Launching Produk Baru,32194,818,1991012,6,2177844
2025-06-09,Launching Produk Baru,3081,23,64814,0,0
2025-04-03,Lookalike Audience,42343,1687,1737610,47,10084367
2025-06-01,Retargeting Web,42146,2300,5510800,131,60504315
2025-05-22,Lookalike Audience,43620,1462,3704708,17,4399396
2025-01-20,Lookalike Audience,48709,1936,1874048,71,24736826
2025-01-06,Flash Sale Akhir Bulan,15829,733,952900,6,1049208
2025-05-01,Promo Diskon 50%,31924,1108,2115172,32,6503872
2025-04-12,Launching Produk Baru,19407,194,320100,6,1972680
2025-03-11,Launching Produk Baru,17971,531,447633,9,3263859
2025-04-29,Lookalike Audience,45274,1377,2273427,52,19423768
2025-04-06,Promo Diskon 50%,28400,173,256213,5,1816905
2025-01-10,Lookalike Audience,8662,369,965304,11,1780966
2025-04-26,Launching Produk Baru,45946,1927,4784741,52,11387272
2025-05-01,Launching Produk Baru,47577,2288,5369936,36,9136836
2025-04-14,Lookalike Audience,18302,744,1518504,17,6097917
2025-01-08,Retargeting Web,38077,2772,7359660,162,57636846
2025-04-06,Flash Sale Akhir Bulan,30430,1469,3018795,33,9484695
2025-06-12,Launching Produk Baru,44739,1878,5515686,31,9599491
2025-04-01,Flash Sale Akhir Bulan,16803,716,1876636,18,8859672
2025-05-21,Retargeting Web,48472,2910,5502810,160,60812000
2025-05-05,Flash Sale Akhir Bulan,16654,781,2278958,13,5735054
2025-02-17,Lookalike Audience,19548,562,1005980,9,2989170
2025-05-18,Lookalike Audience,26608,725,995425,11,3483128
2025-06-13,Retargeting Web,4842,167,307447,6,1160058
2025-01-26,Flash Sale Akhir Bulan,14038,543,1275507,20,8238640
2025-01-26,Retargeting Web,22236,1600,2024000,90,16608870
2025-06-18,Lookalike Audience,31455,518,686350,7,2012269
2025-06-27,Retargeting Web,29473,1121,1362015,44,18383332
2025-03-30,Flash Sale Akhir Bulan,43609,640,681600,6,2846178
2025-01-15,Flash Sale Akhir Bulan,25357,637,1608425,11,3174226
2025-04-04,Promo Diskon 50%,14641,700,1907500,15,2360955
2025-06-21,Flash Sale Akhir Bulan,44039,761,967992,5,1769615
2025-05-13,Promo Diskon 50%,21878,418,786676,11,2356728
2025-01-20,Launching Produk Baru,35555,298,435080,7,1170715
2025-03-02,Retargeting Web,30975,1862,5552484,98,21553238
2025-06-19,Retargeting Web,7579,580,1561940,16,4660688
2025-01-07,Promo Diskon 50%,25155,578,1577940,6,1166106
2025-01-14,Flash Sale Akhir Bulan,9429,427,1251964,9,3497670
2025-04-12,Flash Sale Akhir Bulan,26870,909,1406223,28,8966720
2025-05-01,Flash Sale Akhir Bulan,40276,1146,1551684,45,15237360
2025-01-15,Retargeting Web,33243,1997,5673477,73,31660173
2025-05-30,Lookalike Audience,9576,136,348568,4,1763768
2025-02-10,Launching Produk Baru,6329,80,151920,1,390586
2025-05-24,Lookalike Audience,32362,836,2338292,28,11062604
2025-02-23,Flash Sale Akhir Bulan,48441,859,1654434,27,8536320
2025-02-13,Lookalike Audience,16316,417,403239,13,5812365
2025-06-10,Retargeting Web,11325,839,1037843,44,21479524
2025-03-27,Lookalike Audience,6740,133,114247,4,1124580
2025-04-19,Lookalike Audience,49197,439,708546,15,5063130
2025-04-11,Launching Produk Baru,29372,222,547230,4,640984
2025-03-10,Launching Produk Baru,38589,815,1272215,4,1071220
2025-06-24,Lookalike Audience,36076,960,2185920,32,11775616
2025-06-22,Lookalike Audience,2065,74,89096,2,429222
2025-06-22,Flash Sale Akhir Bulan,33322,1072,1685184,17,6576348
2025-06-27,Flash Sale Akhir Bulan,44920,1553,1869812,56,25136216
2025-05-13,Lookalike Audience,27636,1356,3259824,32,9978080
2025-03-30,Launching Produk Baru,9734,257,308143,5,2222285
2025-02-17,Promo Diskon 50%,12652,195,539955,5,1170760
2025-05-16,Promo Diskon 50%,16064,344,432408,7,1529255
2025-05-03,Launching Produk Baru,46997,1805,5279625,36,6796872
2025-03-03,Promo Diskon 50%,33856,717,630243,11,3969713
2025-06-19,Launching Produk Baru,29435,724,1185188,5,1473950
2025-03-24,Retargeting Web,36668,1146,1273206,25,11877375
2025-02-16,Flash Sale Akhir Bulan,22236,270,579420,7,3490375
2025-06-03,Flash Sale Akhir Bulan,30018,598,880854,21,9775563
2025-06-22,Lookalike Audience,9828,252,629748,8,2346048
2025-06-27,Launching Produk Baru,8185,360,827280,11,4118521
2025-05-22,Lookalike Audience,11003,201,256677,6,2945622
2025-05-13,Flash Sale Akhir Bulan,24290,1068,1485588,18,6551892
2025-01-03,Retargeting Web,11052,514,786420,30,5784390
2025-04-24,Lookalike Audience,39270,458,606850,16,6910160
2025-04-08,Flash Sale Akhir Bulan,17283,241,702997,8,2785808
2025-01-30,Launching Produk Baru,46817,2202,3926166,60,12544380
2025-04-08,Promo Diskon 50%,41600,520,680160,10,1846440
2025-05-20,Retargeting Web,33170,2500,3630000,144,40828608
2025-05-15,Promo Diskon 50%,27312,1191,2621391,11,2901371
2025-05-25,Lookalike Audience,1184,56,130312,1,344377
2025-03-25,Launching Produk Baru,15926,614,579616,13,5254834
2025-05-02,Flash Sale Akhir Bulan,16247,90,121230,1,352296
2025-01-10,Lookalike Audience,42452,1956,1959912,62,22299540
2025-05-06,Promo Diskon 50%,10498,499,972551,6,2264988
2025-02-08,Launching Produk Baru,17153,212,406616,6,1704984
2025-03-02,Promo Diskon 50%,26345,373,768380,2,821862
2025-02-23,Retargeting Web,42021,2339,4542338,133,29757021
2025-06-03,Retargeting Web,14623,559,1415947,11,5167712
2025-01-10,Lookalike Audience,27570,1119,2063436,36,7686072
2025-02-22,Retargeting Web,36120,2349,5311089,47,13451400
2025-06-20,Launching Produk Baru,32058,1226,3611796,15,4356165
2025-04-26,Launching Produk Baru,44494,1595,4773835,41,19523052
2025-04-24,Promo Diskon 50%,32339,1269,2837484,7,2235247
2025-02-10,Launching Produk Baru,31501,1335,3601830,39,12923391
2025-02-15,Lookalike Audience,22648,879,906249,29,5614429
2025-01-13,Promo Diskon 50%,8042,244,295972,2,393176
2025-01-30,Lookalike Audience,39152,1910,2792420,59,19666883
2025-05-30,Launching Produk Baru,25279,879,2505150,25,12193600
2025-05-29,Promo Diskon 50%,26163,855,2487195,28,7900144
2025-03-13,Lookalike Audience,31493,1084,1399444,20,4886000
2025-04-28,Promo Diskon 50%,37335,1056,1916640,16,6309648
2025-04-13,Promo Diskon 50%,33393,815,1060315,6,1420422
2025-05-29,Promo Diskon 50%,17175,325,403650,11,2081244
2025-06-26,Flash Sale Akhir Bulan,10356,427,688324,16,3966928
2025-03-20,Retargeting Web,40122,1416,2560128,34,7155368
2025-05-02,Promo Diskon 50%,12930,198,430056,1,364573
2025-02-11,Flash Sale Akhir Bulan,28318,906,1152432,14,2869062
2025-03-20,Lookalike Audience,47782,1924,3986528,70,32822930
2025-04-03,Flash Sale Akhir Bulan,31032,855,1947690,22,4307534
2025-04-05,Retargeting Web,46277,3068,6439732,109,20133608
2025-06-21,Retargeting Web,29002,873,1315611,18,3092652
2025-06-14,Flash Sale Akhir Bulan,18127,427,1120875,7,3288397
2025-01-08,Flash Sale Akhir Bulan,14021,230,498640,7,2438422
2025-01-06,Launching Produk Baru,45802,1603,1285606,51,25030596
2025-05-23,Flash Sale Akhir Bulan,44862,363,472989,6,2953680
2025-04-20,Launching Produk Baru,4785,211,215431,6,1135896
2025-01-19,Flash Sale Akhir Bulan,36844,1014,2057406,40,10559720
2025-03-26,Retargeting Web,26038,1731,2274534,76,26784072
2025-01-20,Promo Diskon 50%,25248,692,585432,26,4997902
2025-04-13,Promo Diskon 50%,39434,317,693596,7,2443819
2025-05-28,Retargeting Web,35497,1386,2124738,82,19866386
2025-05-05,Lookalike Audience,5608,84,250152,0,0
2025-01-27,Promo Diskon 50%,40761,613,1617094,7,1300887
2025-03-27,Flash Sale Akhir Bulan,26833,1269,1286766,22,8964758
2025-02-16,Lookalike Audience,1982,80,126560,2,634560
2025-04-24,Lookalike Audience,14523,473,570438,8,1846680
2025-04-18,Lookalike Audience,34054,1495,1900145,39,11570715
2025-06-07,Retargeting Web,29516,1660,3499280,88,18071328
2025-01-08,Lookalike Audience,6271,209,235125,7,1427762
2025-01-16,Launching Produk Baru,18911,759,1335081,25,4548475
2025-01-23,Lookalike Audience,36184,1535,2231890,9,2471760
2025-01-20,Lookalike Audience,41566,257,489585,8,2490072
2025-04-09,Flash Sale Akhir Bulan,5545,56,155736,1,408458
2025-05-10,Flash Sale Akhir Bulan,33335,224,630112,5,1069715
2025-06-04,Promo Diskon 50%,28730,827,1882252,15,6268380
2025-05-19,Flash Sale Akhir Bulan,34810,977,1110849,35,5416005
2025-05-14,Retargeting Web,3441,249,286350,5,1532780
2025-02-25,Flash Sale Akhir Bulan,48022,2082,4134852,55,27082385
2025-04-02,Promo Diskon 50%,43677,2035,5128200,29,13344756
2025-01-14,Retargeting Web,46046,2566,4405822,82,34720522
2025-05-24,Launching Produk Baru,9013,322,965034,9,2523042
2025-02-26,Flash Sale Akhir Bulan,17099,645,615330,19,5294198
2025-05-27,Lookalike Audience,6920,85,119170,1,182984
2025-01-03,Retargeting Web,14548,963,2714697,28,6730864
2025-05-15,Flash Sale Akhir Bulan,45135,694,1287370,25,7974975
2025-05-30,Flash Sale Akhir Bulan,16220,519,966897,5,2396665
2025-03-25,Lookalike Audience,16308,223,200923,2,818362
